position,person,personID,start,end,gender,DOB,DOD,image,enwiki
ambassador to Israel,Andor Nagy,Q14922928,2013,2018,male,1963-02-25,,Nagy Andor.jpg,Andor Nagy
ambassador to Israel,Levente Benkő,Q63789988,2018,,male,1976-07-10,,,
ambassador to Italy,Enikő Győri,Q250611,1999,2003,female,1968-07-17,,GyoriEniko.jpg,Enikő Győri
ambassador to Italy,Péter Paczolay,Q1227711,2015,2017,male,1956-05-20,,Paczolay Péter.JPG,
ambassador to Japan,Norbert Palanovics,Q55114476,2016,,male,1978-12,,,
ambassador to Kuwait,János Hóvári,Q31443006,2008,2010,male,1955-05-09,,,
ambassador to Kuwait,Mihály Bayer,Q12131766,2014,2018,male,1954-12-03,,,
ambassador to Kuwait,Eszter Torda,Q112237590,2022,,female,,,,
ambassador to Kyrgyzstan,Sándor Dorogi,Q909174,2020-09,,male,1959-12-31,,,
ambassador to Latvia,Béla Jávorszky,Q12814813,1999,2002,male,1940-01-14,,Jávorszky Béla.jpg,
ambassador to Latvia,Ferenc Bányai,Q66317230,2018-01-12,,male,,,,
ambassador to Malaysia,Tamás Tóth,Q109469327,2004,,male,1956-10-14,,,
ambassador to Malaysia,Petra Ponevács-Pana,Q110952703,2020,,female,1981-06-07,,,
ambassador to Moldova,Mihály Bayer,Q12131766,2007,2008,male,1954-12-03,,,
ambassador to Moldova,Mátyás Szilágyi,Q61115511,2012,2016,male,1964,,,
ambassador to the Netherlands,András Gergely,Q25467630,1999,2002,male,1946-05-23,2021-05-03,"Ambassador András Gergely, 2002-01-16.jpg",András Gergely (historian)
ambassador to the Netherlands,Gábor Szentiványi,Q96851261,2004,2007,male,1952-10-09,,,
ambassador to the Netherlands,András Kocsis,Q26877296,2016,,male,1978-10-12,,"Mr András Kocsis, Ambassador of Hungary to the Netherlands.jpg",András Kocsis
ambassador to Norway,Géza Jeszenszky,Q837814,2011,2014,male,1941-11-10,,Jeszenszky Géza.JPG,Géza Jeszenszky
ambassador to Pakistan,Béla Fazekas,Q105672051,2005,2008,male,1959,,,
ambassador to Peru,Gábor Kaleta,Q97190722,2017,2019,male,,,,
ambassador to Peru,Katalin Tóth,Q81566176,2019,2020,female,1967-12-12,,,
ambassador to the Philippines,József Bencze,Q792666,2016,2020,male,1954-03-23,,,
ambassador to the Philippines,Titanilla Tóth,Q108806692,2020,,female,,,,
ambassador to Poland,Iván Bába,Q852499,1998-11-12,2000,male,1950-06-25,,"Eredményváró - Bálna, 2014.04.06 (18).JPG",
ambassador to Poland,Tamás Katona,Q1105621,2000,2002,male,1932-02-02,2013-06-28,KatonaTamás.JPG,Tamás Katona
ambassador to Poland,Mihály Győr,Q109481273,2002,2007,male,1950-09-17,,,
ambassador to Poland,Róbert Kiss,Q109482037,2007,2012,male,1959,2013-03-01,,
ambassador to Poland,Orsolya Zsuzsanna Kovács,Q62068840,2017-02-08,,female,1981-01-18,,Jarosław Kaczyński i Viktor Orbán w Sejmie z marszałkami.jpg,
ambassador to Portugal,Gecse Attila,Q60921708,2005,2010,male,1949-08-06,,,
ambassador to Portugal,Norbert Konkoly,Q73013277,2010,2014,male,1967-12-18,,,
ambassador to Portugal,Klára Breuer,Q106731182,2014,2019,female,1962-11-16,,,
ambassador to Romania,István Íjgyártó,Q4198946,2000,2004,male,1963-12-26,,ТОДА - Зустріч з Надзвичайним та Повноважним Послом Угорщини в Україні 2019-02-06 - 2.jpg,
ambassador to Russia,Ernő Keskeny,Q20066994,1998,2002,male,1958-05-15,,Ernő Keskeny 2015-05-20.jpg,
ambassador to Russia,Ferenc Kontra,Q5289617,2002,2005,male,1954-04-02,,,
ambassador to Russia,Árpád Székely,Q8076988,2005,2008,male,,,,Árpád Székely
ambassador to Russia,György Gilyán,Q5625653,2008,2010,male,1951-10-04,,Dmitry Medvedev with György Gilyán.jpg,György Gilyán
ambassador to Russia,István Íjgyártó,Q4198946,2010,2014,male,1963-12-26,,ТОДА - Зустріч з Надзвичайним та Повноважним Послом Угорщини в Україні 2019-02-06 - 2.jpg,
ambassador to Russia,Norbert Konkoly,Q73013277,2018,,male,1967-12-18,,,
ambassador to Serbia,Attila Pintér,Q65048334,2014,,male,,,,
ambassador to Singapore,György Nanovfszky,Q1215400,2001,2005,male,1942-04-10,2021-08-10,"Budapest, Nanovfszky György a Magyar Köztársaság nagykövete.jpg",
ambassador to Singapore,Judit Pach,Q73423023,2021,,female,1983,,,
ambassador to Slovakia,Miklós Boros,Q63859977,1999,2002,male,1960-10-22,,,
ambassador to Slovakia,Csaba Balogh,Q109493689,2011,2014,male,1968-06-02,,,
ambassador to Slovakia,Tibor Pető,Q69577629,2018,,male,1958-02-27,,,
ambassador to Slovenia,József Czukor,Q1715137,2005,2009,male,1958-01-28,,József Czukor.jpg,
ambassador to Slovenia,István Szent-Iványi,Q733872,2010-01-25,2015-01-31,male,1958-11-12,,Szent-Iványi István.jpg,István Szent-Iványi
ambassador to South Africa,László Pordány,Q107005667,1999,2003,male,1945-04-11,,,
ambassador to South Africa,András Dallos,Q107005511,2003,2006,male,1944-06-24,,,
ambassador to Spain,Enikő Győri,Q250611,2010,2019-06-30,female,1968-07-17,,GyoriEniko.jpg,Enikő Győri
ambassador to Spain,László Odrobina,Q70401745,2019-06-14,2020-08-10,male,1973-09-02,,,
ambassador to Sweden,Szőke László,Q66722596,2000,2005,male,1957-07-11,,,
ambassador to Sweden,Gábor Szentiványi,Q96851261,2009,2013,male,1952-10-09,,,
ambassador to Switzerland,Pál Schmitt,Q184810,1998,2002,male,1942-05-13,,SchmittPal-2011-01 EuropaPont.jpg,Pál Schmitt
ambassador to Switzerland,Gergely Prőhle,Q9267492,2003,2005,male,1965-06-26,,ProhleGergely.jpg,
ambassador to Switzerland,Jeno Boroş,Q25539414,2005,2008,male,1950-11-14,,,
ambassador to Switzerland,József Czukor,Q1715137,2021,,male,1958-01-28,,József Czukor.jpg,
ambassador to Turkey,Ferenc Végh,Q21084044,2000,2001,male,1948-12-10,,,
ambassador to Turkey,János Hóvári,Q31443006,2012,2014,male,1955-05-09,,,
ambassador to Turkey,Mátis Viktor,Q67636491,2019,,male,1984,,,
ambassador to Ukraine,János Kisfalvi,Q12173778,1997,2001,male,1942-01-16,,,
ambassador to Ukraine,Ferenc Kontra,Q5289617,2001,2002,male,1954-04-02,,,
ambassador to Ukraine,János Tóth,Q29054294,2003,2007,male,1945-05-18,2017-03-21,,
ambassador to Ukraine,András Bársony,Q12078237,2008,2010,male,1946-07-23,,,
ambassador to Ukraine,Mihály Bayer,Q12131766,2010,2014,male,1954-12-03,,,
ambassador to Ukraine,Ernő Keskeny,Q20066994,2014-10-03,2018,male,1958-05-15,,Ernő Keskeny 2015-05-20.jpg,
ambassador to Ukraine,István Íjgyártó,Q4198946,2018,,male,1963-12-26,,ТОДА - Зустріч з Надзвичайним та Повноважним Послом Угорщини в Україні 2019-02-06 - 2.jpg,
ambassador to United Kingdom,Gábor Szentiványi,Q96851261,1997,2002,male,1952-10-09,,,
ambassador to United Kingdom,János Csák,Q56392311,2011,2014,male,1962-10-15,,Csák János (3).jpg,János Csák
ambassador to United Kingdom,Kristóf Szalay-Bobrovniczky,Q66813321,2016,2020,male,1970-06-06,,,Kristóf Szalay-Bobrovniczky
ambassador to United Kingdom,Ferenc Kumin,Q1121834,2020,,male,1975-06-19,,KuminFerenc.jpg,
ambassador to the United States,Géza Jeszenszky,Q837814,1998,2000,male,1941-11-10,,Jeszenszky Géza.JPG,Géza Jeszenszky
ambassador to the United States,András Simonyi,Q4759791,2002,2007,male,1952-05-16,,Simonyi András 2007-04.jpg,András Simonyi
ambassador to the United States,Ferenc Somogyi,Q719381,2007,2009,male,1945-09-01,,Somogyi USA.jpg,Ferenc Somogyi
ambassador to the United States,Béla Szombati,Q5005031,2009,2009,male,1955-07-16,,Ros-Lehtinen Hungarian-delegation.jpg,Béla Szombati
ambassador to the United States,György Szapáry,Q1294808,2011,2015,male,1938-08-01,,Szapáry György 2012.png,György Szapáry
ambassador to the United States,Réka Szemerkényi,Q21013115,2015,2017,female,1966-10-25,,"Réka Szemerkényi in 2018, v1.jpg",Réka Szemerkényi
ambassador to the United States,László Szabó,Q41787926,2017-07-28,2020,male,1965,,DOORSTEP 2016-09-23 (29871086825).jpg,László Szabó (diplomat)
ambassador to the United States,Szabolcs Ferenc Takács,Q105076412,2020-10,,male,1971-04-01,,,
ambassador to Vietnam,Eszter Torda,Q112237590,2013,2015,female,,,,
ambassador to Vietnam,Csaba Őry,Q840231,2015,,male,1952-05-12,,Őry Csaba.jpg,Csaba Őry
ambassador to Yugoslavia,János Tóth,Q29054294,1996,2000,male,1945-05-18,2017-03-21,,
Permanent Representative to the United Nations,André Erdős,Q94410378,1997,2002,male,1941-05-18,,,
Permanent Representative to the United Nations,Molnár László,Q110814561,2002,2005,male,1958,,,
Permanent Representative to the United Nations,Gábor Bródi,Q110812218,2005,2009-10-05,male,1953-08-05,,,
Permanent Representative to the United Nations,Márta Horváthné Fekszi,Q1055680,2009-10-05,2010-08-19,female,1954-02-11,,,
Permanent Representative to the United Nations,Csaba Kőrösi,Q110812967,2010-08-19,2015,male,1958,,,Csaba Kőrösi
Permanent Representative to the United Nations,Katalin Bogyay,Q124189,2015-01-01,2020,female,1956-08-20,,Bogyay.png,Katalin Bogyay
Permanent Representative to the United Nations,Zsuzsanna Horváth,Q110915195,2021,,female,,,,
Permanent Representative to the United Nations at Vienna,Miklós Boros,Q63859977,2011,2017,male,1960-10-22,,,
Permanent Representative to the United Nations at Geneva,Rudolf Joó,Q32904723,2000,2001,male,1946-11-28,2002-01-28,,
Permanent Representative of Hungary to the OECD,Béla Kádár,Q1122714,1999,2003,male,1934-03-21,,Kádár Béla.JPG,
Permanent Representative of Hungary to the OECD,István Mikola,Q1177081,2011,2014,male,1947-09-08,,Mikola István WSIS Forum 2015.jpg,István Mikola
Permanent Representative of Hungary to the OECD,Zoltán Cséfalvay,Q875621,2014,2018,male,1958-03-27,,,Zoltán Cséfalvay
